Primary ID,Secondary ID,TCA [hours],Miss Distance [m],Radial [m],Tangential [m],Normal [m],Relative Velocity [m/s]
52373,90000,30,0.077940987,-1.89E-05,-0.077940983,1.35E-05,15190.00382
52373,92000,59.99999998,0.11411675,-5.46E-05,0.112282405,0.020378694,300.0816557
52373,94000,97,0.172908442,5.72E-05,0.172146202,0.016217618,600.1666408
52373,98000,145,0.354212708,0.000176421,-0.354212661,4.55E-05,15190.00382
52373,97000,125,0.449710399,7.46E-05,-0.449710336,0.000225663,15190.00382
52373,99000,161.9999998,49.99622452,49.99341174,0.10304428,-0.520221583,800.0630547
52373,91000,41.99999957,99.99206429,99.98442123,0.020366639,-1.236130089,800.0629924
52373,96000,99.00000001,100.0006143,0.000410531,-0.322797478,100.0000933,15190.00382
52373,93000,79.99999616,500.0010365,-0.138659556,499.9322296,-8.293553532,600.1577488
52373,95000,97.99998256,999.7142777,-0.000261503,999.3987884,-25.11371762,400.1264912
52373,97007,120.2299264,5122.201719,-927.6469941,120.4095689,5036.062255,15185.35306
52373,97005,144.0578872,5258.574728,-428.5704444,269.7370006,-5234.135793,15169.50131
52373,92005,56.17318682,5323.252549,-2629.252323,4628.274371,55.91297177,359.0138268
52373,92010,54.32909923,5425.557583,-3484.481991,-4158.724161,8.584631352,284.2611038
52373,90010,34.7814879,5509.865274,-944.8276136,-29.45232226,-5428.171762,15190.11669
52373,98008,143.4249336,5546.571168,1468.861377,96.33883756,-5347.673962,15187.14466
52373,92007,140.2391436,5689.711598,-3280.424572,-4646.327449,-152.5579736,621.7167837
52373,97002,123.4150488,5932.573683,-565.6866272,-41.30634826,5905.397779,15189.68775
52373,98006,146.585855,6237.354567,-1027.257915,19.57072714,-6152.150044,15190.10424
52373,92009,63.75652367,6567.050418,-4192.461603,-5053.515056,106.782369,168.2846224
52373,90006,28.41183148,6758.145825,173.8267234,-91.29878315,-6755.293021,15188.0693
52373,90004,26.81435316,7028.457671,725.068691,62.86179874,-6990.675291,15188.59033
52373,98005,145.0004287,7198.684895,308.8967138,21.5758161,-7192.022074,15189.51581
52373,90001,28.40470448,7446.984415,774.4906922,26.5560623,-7406.553572,15189.19642
52373,96006,97.40706341,7526.984713,-1468.086293,24.29907913,7382.386542,15191.3372
52373,97004,128.1723735,7660.610206,-656.1283136,142.4807326,-7631.129904,15187.38612
52373,97008,121.8166747,8248.148559,-566.9516526,7.140690417,8228.637159,15189.67787
52373,97010,121.8200731,8322.304326,-307.6297265,-204.3922616,-8314.104706,15184.9612
52373,97003,129.7594224,8569.494556,-1097.55889,171.8053994,-8497.180964,15187.02095
52373,90007,33.18633602,8688.174598,-739.7063185,-81.48830401,-8656.244686,15190.22085
52373,97006,118.6114088,9029.018685,-1845.439103,46.8559325,8838.288152,15190.09833
52373,97009,126.5903057,10110.66865,-217.4757829,127.5798418,-10107.52433,15189.04812
52373,96004,100.5834907,10298.05602,-537.1937659,-24.46470787,-10284.00613,15189.33472
52373,92006,12.41112386,11095.50925,-940.6311679,11051.39959,303.488984,421.7947514
52373,98004,144.992724,11237.10688,-856.8347497,-0.874884875,11204.3922,15189.98903
52373,96010,102.1741937,11247.03055,-742.9376303,41.16865948,11222.39034,15189.39526
52373,90009,37.96779991,11302.79978,-866.8627607,-143.5968021,-11268.59405,15188.07411
52373,90002,31.59299566,12383.96543,169.1390266,-41.85593663,-12382.73959,15189.74
52373,90008,47.51630282,12438.7222,-2299.241994,26.47255511,-12224.34438,15190.36975
52373,98007,55.67892845,12535.90946,12500.8539,-185.4174748,918.3126313,14787.17825
52373,98009,54.08851919,12748.65469,12436.74997,-610.4032656,2735.480671,14772.55244
52373,97001,128.1959411,12850.22546,1678.683534,681.0665597,12721.88918,15166.89173
52373,98002,58.87279814,12917.35013,12565.70652,707.3731977,-2908.707157,14757.44167
52373,95005,99.66105046,13011.94626,1489.46875,-12926.14231,84.1017594,442.4878352
52373,99003,61.82335393,13203.50324,3223.174638,12801.92189,-233.3216848,661.0302503
52373,96008,102.182885,14101.91013,-378.9208703,-75.78639245,-14096.61466,15189.87232
52373,91002,139.0271125,14746.94737,2053.691046,-14602.48651,-148.987701,806.3348485
52373,98003,140.2425662,14903.46605,2988.493192,319.1177549,-14597.27277,15184.22899
52373,90003,33.18538326,15469.69943,-382.5727055,100.1141754,15464.64406,15190.27767
52373,96009,100.5829597,16005.80601,-1341.935422,41.46852959,15949.3986,15190.09597
52373,98001,62.0674005,16730.75974,11042.10762,-2618.945282,12293.54735,14826.64589
52373,94004,96.98736694,16922.47583,-545.8978843,16913.66347,-13.10548553,719.354827
52373,96002,100.5807891,17988.64478,-166.2628358,-161.6572668,-17987.14998,15188.21644
52373,98010,143.4179561,18586.6286,656.5512667,52.56755849,-18574.95463,15189.85214
52373,90005,30.00104705,18849.40849,857.3535925,197.7721021,18828.86166,15188.30922
52373,91005,139.0500256,19575.93444,1955.100165,-19473.18761,-435.6107262,915.44708
52373,93005,79.9631686,20403.37694,-471.1912255,-20391.58831,508.8178928,560.112767
52373,96003,95.81457689,22752.98693,-370.751143,-110.4108453,-22749.69818,15189.66483
52373,96007,102.1738124,23055.42472,-1310.235593,-32.68878316,-23018.14118,15190.1002
52373,96001,99.79841294,24843.92065,24840.92031,-29.75288288,-384.9497468,15165.62762
52373,96005,102.9791408,26016.95493,25797.76588,-77.01197111,3369.167322,15166.71564
52373,91008,42.02064869,27298.92648,180.535684,27290.59589,-649.7459352,625.0915608
52373,99005,63.42922689,28545.96171,3960.705154,28268.64799,261.3141323,814.2626577
52373,93009,80.01652046,29422.74848,984.9775156,-29406.23911,32.39362438,679.1077212
52373,99007,61.81894462,37877.84786,3882.976779,37673.96913,-570.8760553,625.0576372
52373,95008,97.97281223,37982.72365,270.448097,-37969.73713,955.6230973,391.3831876
52373,95006,98.12591612,43355.84398,4177.521517,-43148.1559,717.0518317,264.1862415
52373,93008,80.03363213,45226.51573,1446.101505,-45203.33334,71.9042689,661.237202
52373,94008,97.00621657,55455.52401,771.0874978,-55450.03107,120.9198765,675.4234775
52373,93002,79.93539596,56810.30631,-1452.592628,56696.56446,-3286.404684,428.523458
52373,93006,79.9960292,63057.66015,325.8061895,-63053.37445,659.0332435,630.067616
52373,99002,63.40476139,67474.61534,1050.837015,-67466.43182,5.768747656,758.1909071
52373,95009,97.06268654,71360.22001,71262.25685,3320.297905,1716.790794,614.8142779
52373,95002,97.14273723,77822.85851,73999.86309,23218.23962,-6428.912735,461.5232398
52373,94009,96.97597973,78232.27157,35.26667545,78220.84963,-1336.320849,591.5839525
52373,95003,98.77542749,78566.44945,75614.449,-19976.19627,7489.570382,467.6167353
52373,95007,98.75743233,79171.65387,73470.51848,28633.50984,-7096.182527,579.5681187
52373,99009,63.3892666,83432.35928,-725.7543791,83421.82056,1109.824624,902.7232659
52373,93003,80.00157981,87893.61394,-978.276553,87885.04294,-741.3328854,666.3961169
52373,95010,97.967332,89880.8837,-670.5217241,-89836.11949,2755.955264,384.0517279
52373,91004,42.02746224,93749.9796,1281.638651,93652.3806,-4080.15736,497.3989669
52373,91003,41.99181831,99882.86455,-1496.536242,-99871.48895,180.8429626,803.8084794
52373,93010,81.6125698,100950.7554,1532.265232,-100897.3302,-2904.470244,915.746905
52373,95001,97.10329388,104745.1673,71685.43431,73848.08734,-19473.27845,549.470332
52373,92004,116.6488275,110150.7138,-1539.388577,-110054.6018,-4335.281187,638.6083078
52373,95004,97.19285405,110206.6724,74745.6486,72534.42438,-36018.8274,314.7438373
52373,94003,97.04742097,111854.0557,1362.980579,111704.124,-5626.786912,400.0696026
52373,94006,96.99567396,115412.7818,-1080.638862,115404.9971,-793.1362372,676.8532398
52373,99010,61.86666186,115519.7112,7720.071297,115246.513,1856.183174,758.1183822
52373,94010,96.25775961,120861.6394,120591.4616,-7888.836397,-1732.498064,600.8253828
52373,93004,79.26913521,125043.7974,120382.7683,-33079.51363,7048.839783,800.4297748
52373,93001,79.26314926,125857.2528,120275.4186,-35940.4018,9064.175858,703.0738053
52373,94002,97.790929,143784.0373,123660.0207,-66735.10599,30470.87614,545.2203676
52373,91010,139.0686088,147011.2627,3396.67289,146948.3218,2639.071383,852.3380665
52373,94001,96.97215493,147760.6584,-2449.169665,147724.5062,-2164.258593,649.2235621
52373,91001,138.209752,154536.3621,151703.9875,-28372.33839,7899.228339,1029.800178
52373,99004,164.3512694,160627.283,151134.2877,51246.07255,-18259.00242,928.4576386
52373,91007,138.1794974,160674.5308,153030.2121,44027.7696,-21438.62262,710.9471959
52373,93007,79.9671343,161697.6512,-3703.457524,161472.4063,-7686.143152,505.8938821
52373,94007,96.99017931,163324.5842,-2819.241728,163253.1979,-3919.828397,600.0653871
52373,99001,161.192772,169108.4957,150894.3404,-67022.59918,36558.89135,546.0004194
52373,94005,96.99930581,175582.9783,-2393.733879,175566.1879,-407.4081028,724.1134872
52373,99008,161.1492273,179928.4867,149392.1284,-87461.55547,49058.42064,595.8034118
52373,99006,164.3396831,185079.6019,149134.5217,-101490.4856,41388.82476,901.7785597
52373,91009,139.8761064,190593.3376,145683.3004,-117783.9281,35059.13012,1056.239191
52373,91006,138.1845207,191920.057,153064.5023,-108030.0359,41642.25941,894.7789219
52373,92003,167.2249274,286775.4367,-8891.046187,-286433.8679,-10804.61553,762.3888371
52373,92002,166.742965,309966.8537,-6251.207442,309595.3789,-13822.95764,715.0519182
52373,92008,0.380803775,573998.1246,-24702.31839,-572002.9465,-40942.29726,1272.626195
52373,92001,167.3151282,682870.6192,-36636.3533,-680983.1437,-35100.11755,1149.595776
