Primary ID,Secondary ID,TCA [hours],Miss Distance [m],Radial [m],Tangential [m],Normal [m],Relative Velocity [m/s]
52373,90000,30.00000000152323,0.07794098691793667,-1.893862378313932e-05,-0.07794098344166811,1.353573498084383e-05,15190.003818275101
52373,90001,28.40470447957516,7446.98441505826,774.4906921896738,26.556062303607405,-7406.553572437528,15189.19642033669
52373,90002,26.812313359412883,4853.570470811414,-102.28810123439587,-8.604413961273735,4852.484871026264,15190.567644069482
52373,90003,33.1853832636608,15469.699432402,-382.57270550028716,100.11417543284438,15464.644056871866,15190.277670618843
52373,90004,26.814353156818285,7028.457670837323,725.0686910115255,62.86179874333152,-6990.675290579988,15188.590325661713
52373,90005,30.00104705174764,18849.40849372623,857.3535924853295,197.77210213020112,18828.861664381893,15188.309215897405
52373,90006,28.41183147509893,6758.145825193617,173.82672337098506,-91.2987831533062,-6755.293020811071,15188.069300129642
52373,90007,33.18633601748281,8688.174598276808,-739.7063185008708,-81.48830401151247,-8656.244686284093,15190.220850073449
52373,90008,31.592748385171095,1053.9529541738693,368.9147812387695,-4.434908599497362,-987.268476849682,15189.52787364649
52373,90009,37.967799908287,11302.799781370953,-866.8627606504976,-143.59680214445325,-11268.594047633916,15188.074106833892
52373,90010,34.781487898727256,5509.865273659886,-944.8276135793349,-29.45232225939489,-5428.171761764234,15190.11668835884
52373,91000,41.99999957031674,99.99206429212357,99.98442123152661,0.020366639032332046,-1.2361300889627316,800.0629924293847
52373,91001,138.20975204378365,154536.36207448362,151703.98745299567,-28372.338390291516,7899.228338516452,1029.800177999275
52373,91002,139.0271125392119,14746.947365520376,2053.6910460166955,-14602.48651271059,-148.98770098432112,806.334848545822
52373,91003,41.99181831257211,99882.86454543966,-1496.5362417026918,-99871.48894906294,180.84296259688017,803.8084793834875
52373,91004,42.02746223837137,93749.97959797703,1281.638650722387,93652.38060458913,-4080.157360110459,497.39896685241274
52373,91005,139.05002558039294,19575.934435729392,1955.1001645265042,-19473.18760947723,-435.6107261613158,915.4470800048238
52373,91006,138.18452073617115,191920.05702959563,153064.50228091827,-108030.03592833476,41642.25941349377,894.7789219109368
52373,91007,138.1794974422455,160674.5308323411,153030.2121221756,44027.76960320548,-21438.622619047183,710.9471958835477
52373,91008,42.02064868827661,27298.92647746919,180.5356839614542,27290.595887754615,-649.7459352361752,625.0915607528477
52373,91009,139.87610642820596,190593.33762604764,145683.30038944312,-117783.92814942788,35059.130119931455,1056.2391914554642
52373,91010,139.06860882964398,147011.26274363583,3396.6728896248096,146948.32183115714,2639.0713832465935,852.3380664599316
52373,92000,59.99999997721778,0.11411674958012194,-5.4618219432794185e-05,0.11228240463157804,0.02037869381812656,300.08165568046127
52373,92001,43.00329374624623,3072.4477604174444,-1957.4322274115332,2368.1995805378365,-5.00622865119152,250.35739601393334
52373,92002,58.38377178294791,1345.28505014787,-791.2961331553639,-1087.7990266426063,18.318663710128817,282.0480678155722
52373,92003,84.73093604409033,3495.0315274022078,-3471.8716173226157,401.6505828918827,5.44606533798148,364.36279337843416
52373,92004,43.3076232508156,4605.689168722815,-3323.397286936522,-3188.6323648732437,5.1801309331173115,280.32558288545704
52373,92005,36.17839961760574,3004.793705560164,-134.7705130056459,3001.290009103868,-53.66938653904751,226.2543880684795
52373,92006,28.239997650252448,3574.3687171316974,47.377736178656505,-3573.482588075716,63.947391220956874,162.33967539536008
52373,92007,77.55494336220953,1461.0653975472874,-678.7905625661353,-1293.3904867918357,33.11369441091843,379.5976972620054
52373,92008,61.62633234186305,2932.3092239018033,398.4206504568769,2904.0402815759353,-79.04690287087138,324.2129035455928
52373,92009,40.93005031373766,3826.9112672970946,55.228268901258616,3825.5786239996605,-84.5451221330363,276.61396728920397
52373,92010,54.32909922828277,5425.557583269119,-3484.4819906620223,-4158.72416135353,8.58463135207262,284.2611038225674
52373,93000,79.9999961583482,500.00103649040824,-0.13865955644051553,499.9322296420028,-8.293553531853822,600.157748767719
52373,93001,79.26314925524923,125857.25281162854,120275.41860080873,-35940.40180234154,9064.175857553575,703.0738053379671
52373,93002,79.93539595978127,56810.30631128826,-1452.5926277936833,56696.564464659896,-3286.404683653939,428.5234579517295
52373,93003,80.00157981269889,87893.61394363764,-978.2765529594199,87885.04294026467,-741.3328854010838,666.3961169472022
52373,93004,79.26913520799742,125043.79743172908,120382.7683343984,-33079.513630126115,7048.839783125235,800.4297747727784
52373,93005,79.9631685975194,20403.376939099424,-471.1912254729349,-20391.588307436545,508.8178927951633,560.1127670457764
52373,93006,79.99602920167976,63057.66015098817,325.806189547282,-63053.374447592825,659.0332434881974,630.0676160034108
52373,93007,79.96713430354993,161697.65115341503,-3703.4575240817385,161472.40629391224,-7686.143151968007,505.8938821060277
52373,93008,80.03363213102023,45226.515725130084,1446.101504734268,-45203.33333781436,71.90426889777473,661.2372019617103
52373,93009,80.0165204648508,29422.748484607808,984.9775156399837,-29406.23910559244,32.393624380364145,679.1077211522112
52373,93010,81.61256980379423,100950.75540515695,1532.2652318474647,-100897.33015660597,-2904.4702442878397,915.7469050418295
52373,94000,97.0000000019206,0.17290844208671186,5.720040945601107e-05,0.1721462021765281,0.016217618480062722,600.1666408293455
52373,94001,96.97215493430694,147760.65842378448,-2449.16966454449,147724.50619489365,-2164.258593472933,649.2235620597392
52373,94002,97.79092900103993,143784.03729504097,123660.02068937694,-66735.10598674974,30470.876142669014,545.2203675970052
52373,94003,97.04742097298305,111854.05566457275,1362.9805787445048,111704.12401341567,-5626.786911795785,400.06960259445003
52373,94004,96.98736694405476,16922.475832706117,-545.8978843235709,16913.663472313227,-13.105485527228211,719.3548270091738
52373,94005,96.9993058052659,175582.97832483507,-2393.7338794548414,175566.18790123475,-407.40810275218337,724.1134871767084
52373,94006,96.99567396379179,115412.78177571051,-1080.638862024054,115404.99708317149,-793.1362372475601,676.8532398067622
52373,94007,96.99017930994431,163324.58421831002,-2819.241728340603,163253.19792119437,-3919.828397309586,600.0653870754822
52373,94008,97.00621656864881,55455.5240092931,771.0874978158681,-55450.03106941832,120.91987652318744,675.4234774586213
52373,94009,96.97597973386446,78232.27156666902,35.26667544698648,78220.84963314168,-1336.320849231177,591.5839524612898
52373,94010,96.25775961246755,120861.6394427091,120591.46155322858,-7888.836396752549,-1732.4980637443196,600.8253828431457
52373,95000,97.99998255964782,999.7142777328107,-0.0002615029524122292,999.3987884173565,-25.113717619790926,400.126491221254
52373,95001,97.10329388423098,104745.16728774778,71685.43431163368,73848.08734126625,-19473.278453496983,549.4703320152419
52373,95002,97.14273722625441,77822.85851275244,73999.86308977229,23218.23961540714,-6428.912734855105,461.52323976899186
52373,95003,98.77542749133374,78566.44945399728,75614.4490023271,-19976.19626877727,7489.570382423392,467.61673525765804
52373,95004,96.32724802113242,1296.5252228163467,682.0258584888084,1101.9174252351404,-39.95459566484316,242.6704335414496
52373,95005,99.66105046464337,13011.946255516943,1489.468750180561,-12926.142312877546,84.10175939728799,442.4878351988926
52373,95006,98.12591611696614,43355.84397609825,4177.52151719233,-43148.15589945647,717.0518317179782,264.1862415415115
52373,95007,98.75743232962158,79171.65387464575,73470.51847672944,28633.50983629751,-7096.182527381796,579.5681186647035
52373,95008,97.97281223472622,37982.723647891435,270.4480970447257,-37969.73713412769,955.623097325134,391.38318755790567
52373,95009,97.06268654346466,71360.22001020638,71262.25684816625,3320.2979053422146,1716.7907941339442,614.8142779185379
52373,95010,97.96733199745417,89880.88369577992,-670.5217241424034,-89836.11949062187,2755.955264238455,384.05172794220226
52373,96000,99.00000000543065,100.0006143359173,0.0004105314724665021,-0.3227974776557987,100.0000933458602,15190.003818471778
52373,96001,99.79841294189295,24843.92065115111,24840.92030861801,-29.752882876717194,-384.9497467754843,15165.62762181452
52373,96002,100.5807891054286,17988.644777347286,-166.2628358380531,-161.65726679706654,-17987.149983337953,15188.216436097397
52373,96003,95.8145768938462,22752.986932551335,-370.7511429874369,-110.41084532828881,-22749.698182350883,15189.664829914434
52373,96004,100.58349070032438,10298.05602059805,-537.1937659282361,-24.464707868567075,-10284.006132791466,15189.334716819634
52373,96005,102.97914077556796,26016.954925847975,25797.76587861943,-77.0119711079169,3369.1673217354823,15166.715636867999
52373,96006,99.00611202441983,2137.9749745623226,173.9894011817097,12.784737794298145,2130.8451916107665,15190.160309000523
52373,96007,99.00314802371793,2692.218428003003,99.24858039421761,-16.78664191190051,2690.336037007647,15189.756606493467
52373,96008,102.18288500348727,14101.910133053912,-378.92087030209007,-75.78639245307869,-14096.614657338729,15189.87232382584
52373,96009,100.5829597089688,16005.806007921663,-1341.9354223028872,41.468529586433505,15949.398598274605,15190.095969740834
52373,96010,102.17419371108214,11247.030549212985,-742.9376303273708,41.168659481198645,11222.390342251076,15189.395256834054
52373,97000,125.000000006987,0.4497103990138466,7.457130979088289e-05,-0.4497103362124442,0.00022566347337074633,15190.003817886049
52373,97001,123.40158066295915,3616.9310466977486,-1043.5527469440212,1.2473304744094662,3463.1180033429914,15189.969744351494
52373,97002,120.2140058096581,4753.258463966177,-1137.5956381084372,-140.51627103383566,-4612.981396775572,15182.768550178931
52373,97003,129.75942238748073,8569.494556406948,-1097.55889003956,171.8053994035314,-8497.180964291583,15187.020954862759
52373,97004,128.17237351867888,7660.610205980437,-656.1283136080324,142.48073262192713,-7631.129903551965,15187.386122082666
52373,97005,144.0578871787919,5258.574728265613,-428.5704443829593,269.73700060598003,-5234.135792798964,15169.501312457836
52373,97006,118.64308571606874,1206.8180467195214,-745.4934281970645,25.968749689595,948.6701062236905,15184.178640124926
52373,97007,120.22992640435696,5122.201718553213,-927.6469941060125,120.40956892498036,5036.062254935583,15185.353062327207
52373,97008,121.81667474607626,8248.148559137779,-566.9516525588841,7.1406904170698,8228.637158594838,15189.677865760748
52373,97009,153.57861430005894,752.503855659396,-517.6419404668571,38.95750631841307,-544.7854503870443,15148.417693222282
52373,97010,121.82007314827707,8322.304326422201,-307.6297264774107,-204.39226161446356,-8314.104705641206,15184.961201459662
52373,98000,145.0000000050664,0.35421270779738134,0.00017642062395947788,-0.354212660942759,4.5483695576390565e-05,15190.003819012918
52373,98001,62.067400497827265,16730.759742229762,11042.107622114134,-2618.9452819352027,12293.547349080918,14826.64589047549
52373,98002,58.87279814389017,12917.350132531887,12565.706517248547,707.3731977001037,-2908.707157479838,14757.44166893117
52373,98003,140.24256622691948,14903.466045230269,2988.4931922943956,319.11775490242326,-14597.272774715408,15184.228991840237
52373,98004,144.99272403703796,11237.10688020144,-856.834749699583,-0.8748848745613031,11204.392196069997,15189.98902738369
52373,98005,145.00042873326274,7198.684894646395,308.89671375045475,21.575816096644644,-7192.022074271192,15189.515810954292
52373,98006,146.5858549558454,6237.354567042097,-1027.2579148322052,19.570727135330856,-6152.150043525831,15190.104235213803
52373,98007,55.67892845322688,12535.909455562778,12500.853896805858,-185.41747479710466,918.3126313091761,14787.178253151229
52373,98008,143.42493355095385,5546.571168099752,1468.8613767763056,96.33883756109321,-5347.673962293105,15187.144660414935
52373,98009,54.08851919409302,12748.65469306744,12436.749970654824,-610.4032656147288,2735.4806714386627,14772.552436333543
52373,98010,143.4179561454389,18586.62859677316,656.5512666726202,52.56755848941384,-18574.954634679754,15189.852141479254
52373,99000,161.9999998149607,49.996224521660444,49.993411743962355,0.1030442796717459,-0.5202215829378698,800.0630546643032
52373,99001,161.19277200314733,169108.49566058815,150894.34040803765,-67022.59918087159,36558.891346027565,546.0004194330503
52373,99002,63.40476138601701,67474.61533621755,1050.8370148247777,-67466.4318239845,5.768747655622974,758.1909071364103
52373,99003,61.82335393279791,13203.503240219534,3223.1746377704044,12801.921889323688,-233.32168475381195,661.0302502538347
52373,99004,164.3512694497572,160627.2829642185,151134.28767704815,51246.072547715165,-18259.002416689837,928.4576386102107
52373,99005,63.429226894312436,28545.96170525745,3960.705154035355,28268.647991814032,261.3141322831864,814.26265773466
